id,user,created_at,text,列1,列2,fav,RT,follower,follows
1.32E+18,hatugenchu,2020/11/6 23:04,プーチン大統領パーキンソン病で辞職と報道　露否定 - 社会 : 日刊スポーツ https://t.co/VyVp7Hw8Fu https://t.co/1g9OXf3mKb,1,,1,1,2840,2018
1.32E+18,pabeljapan,2020/11/6 21:41,プーチン氏に健康不安か　英大衆紙、ロ政府は全否定 https://t.co/1Ebitsh2ez 英大衆紙サンは6日、ロシアのプーチン大統領（68）にパーキンソン病の疑いがあり、来年初めに辞職する予定だと報じた。複数のロシア政治専門家が情報源だとしているが、ペスコフ大統領報道官は同日報道を完全否定。,1,,0,1,673,721
1.32E+18,kazeno_travler,2020/11/2 23:20,立憲民主党・今井雅人がデマ 菅首相が否定https://t.co/ncXzFc0FIR,,,0,0,1774,2016
1.32E+18,xeswo,2020/11/2 22:32,@imai_masato なんで嘘言ったんですか？公の場で話す前にファクトチェックはしましたか？立憲民主党・今井雅人がデマ 菅首相が否定 https://t.co/deeIgXwX7t @YouTubeより,,,0,0,111,732
1.32E+18,ikarostayuu,2020/11/2 22:17,どうせ大製薬会社からの圧力で否定されるだろうけど。震災時の黒い雨のようにデマだとなったら、信じたほうが良い。私もデマ女と攻撃されまくったし。逆に嘘を見抜いて反撃したのさ。酷い被爆で間もなく死ぬと覚悟したからね。親達への警鐘をと。 https://t.co/s1Oh4Qcjy9,,,7,1,8724,900
1.32E+18,LoveRyuseiJapan,2020/11/2 21:53,@taka59971420 高須幹弥先生も　否定してますよね。完全なデマです。https://t.co/54fDXmcqxL,,,0,0,1256,1261
1.32E+18,kazeno_travler,2020/11/2 21:52,『立憲民主党・今井雅人がデマ 菅首相が否定』これでいいのか？戦後日本「より良き日本を..｜https://t.co/mw5AoZGqU1,,,0,0,1774,2016
1.32E+18,qJDOtQM1ZMJZKOd,2020/11/2 18:45,@imai_masato 立憲民主党・今井雅人がデマ 菅首相が否定,,,0,0,3,30
1.32E+18,hDNx3QrHIIrDivS,2020/11/2 18:26,立憲民主党・今井雅人がデマ 菅首相が否定 https://t.co/7tdAosJxrd @YouTubeより,,,2,1,834,985
1.32E+18,hiroshimilano,2020/11/2 17:52,慰安婦問題は当事国の日本や韓国、中国でなく利害関係のない第三者が多くの国で調査した国連の報告レポートで結論が出ているのです。それを加害者国の日本がクソみたいな新説で否定しているにすぎなく、嫌韓本などで披露されるその「新説」も日本の歴史専門家が書いた本を読めばすぐにデマだと分かる,,,61,22,17630,1497
1.32E+18,AceNakagaki,2020/11/2 17:34,#西成中華街-デマまさか、関西人はこのコメントを鵜呑みにはしない。今井のアホの個人的見解やで。維新は否定。ただ、都構想反対派もレベル低いなー https://t.co/s1BBZ4jx5q,,,0,0,4,34
1.32E+18,kizusi,2020/11/2 16:38,立憲民主党・今井雅人がデマ 菅首相が否定 https://t.co/LIAkUfa3Vk @YouTubeより,,,3,1,5947,5983
1.32E+18,Miiya_Now,2020/11/2 16:18,@F6_pfy フォロー外から失礼します。この人有名な人でこういうデマたくさん流してるんです。今の状況でこういう事書くと信じてしまう人いると思うので辞めてほしいですね。ちなみにバス会社2軒に対して同様のデマを流して2軒ともこの件を否定するリリース出してました。あと、この人逮捕歴あります。,,,0,0,64,334
1.32E+18,yuukipa,2020/11/2 15:55,立憲民主党・今井雅人がデマ 菅首相が否定 https://t.co/M6pPYoxBVi @YouTubeより,,,0,0,236,356
1.32E+18,cocoroncoc,2020/11/2 15:40,@eVDBGQP1vRkvakv @timobobby1 @You3_JP ええ。観察研究です。いくらでも恣意的に弄れますよね。ただ、最近はYouさんも、マスク推奨派から目を付けられていて、少しのデマも、マスク否定論者は非科学的と断じられるキッカケとなっているので、差し出がましく指摘させていただきました。デンマークのRCTの公開が待たれますね。,,,2,0,1288,4156
1.32E+18,Dokyuso2012Tdn,2020/11/2 14:21,今回の大阪都構想の住民投票。普段、愛国者として立派なご意見を書かれてる方々が、こぞって共産党のデマに騙され、政策を知りもせずに大阪知事と市長の人格否定に走ったことには、正直こわさを感じた。極左たちの完勝だ。大阪は元のダメ府政に戻るかもね。#大阪都構想,,,12,1,3369,4158
1.32E+18,myst_break,2020/11/2 13:54,@beorn0720 @YatagarasuOyaji サヨクの強いところは、ブーメランもダブルスタンダードも全く意に介さないところです。我々がいくら指摘しても、どこ吹く風。明らかなデマは都度否定しないといけませんが、一度返した上で無視して先へ進むのが良いと、最近思います。例えばモリカケ桜学術会議も、同じ答えをひたすら返すとか。,,,1,0,1845,4918
1.32E+18,sakai201812,2020/11/3 23:43,@jiminosaka 憲法改正について自民党は、その気がない大阪自民により完全に潰されましたね。①大阪自民のデマへの加担、北野氏の住民投票否定の姿勢が全国に知れ渡ったことで、国民投票をすることに理解が得られない②共産党毎日新聞にデマ戦術を確立させてしまった大阪自民の再浮上は不可能。ご愁傷様です。,,,4,1,238,364
1.32E+18,YesOsaka2045,2020/11/3 23:38,@t_morishima0715 💫毎日新聞の偏向報道とデマチラシで、維新の姿勢並びに、都構想も否定されたわけじゃないと思います。都構想否決を、投票結果にすべきではないと思います。#吉村洋文 #松井一郎 #橋下徹,,,8,0,344,581
1.32E+18,zenkaifc,2020/11/3 23:25,朝から嘘のデマ情報を流し、さらにそれを否定するというレベルの高い情報戦を展開してしまった。,,,0,0,455,425
1.32E+18,porosiri2017,2020/11/3 23:01,デマに対しては「真実を明示」して否定しなければ賛同は得られないでしょう。デマを強調して否定すればするほど、本当だからムキになっているのではと疑われることもある。最大の関心事であるコストについて真実を明示し共感を得ると良かった。,,,0,0,53,291
1.32E+18,momokuri3jiji,2020/11/3 22:42,@JOE37369752 北海道人口1000万人計画デマ。小野寺まさる氏が虎ノ門ニュースで吹聴していましたが、北海道開発局が否定し、小野寺まさる本人もデマであることを認めています。病的な虚言癖ですね。#北海道人口1000万人計画デマ https://t.co/NnxqrUf2xS,,,11,8,2373,2437
1.32E+18,ongakuakutagawa,2020/11/3 22:14,大阪都構想否決　毎日新聞のデマ？？毎日新聞一面で「市4分割　コスト218億円増　大阪市財政局が試算」と。29日(木)、大阪市財政局長が再び記者会見し、今回の試算は捏造試算と謝罪。毎日新聞は何故、大阪市財政局が否定なのに、責任を取らないのか？説明責任と賠償を！！賠償しきれない悪質デマ！！,,,0,0,11,34
1.32E+18,minegisi17,2020/11/3 21:45,なんかあっちこっちに工作ばらまかれていました😈出回ったことをデマと否定否定食いつくところ一緒ならそれは真実かもねぇ😈ここでだすと、また、わいてくるから書かないけど。まったく虫みたいにわいてくるんだよね😆天日乾し、明るみに🌞 https://t.co/SVDkLRxDVA,,,10,1,965,257
1.32E+18,NAWO88588535,2020/11/3 21:32,@KadotaRyusho もうね、何回否定しても認めない。デマ散らかし妖怪達は。,,,0,0,69,145
1.32E+18,danchan0111,2020/11/3 21:30,維新信者達は「大阪維新が媚中」というのを必死に「デマだ」として否定してきました。２０１８年１２月１４日の大阪府議会で今井豊が大阪中華街構想について大阪府に支援をするように求める質疑を行っています。 https://t.co/8qW7IzqAmo,,,2,0,3023,3065
1.32E+18,NetSweetsW,2020/11/3 21:04,ブラック経営者が書いたデマ情報を、自ら目にしたものも否定してデマを広めるのは、己が自覚している以上にカス。さっさと逃げろ,,,0,0,38,4
1.32E+18,maisonOtsuka3,2020/11/3 20:26,ビジネス保守（訂正）ビックリした。知らないことはつっこまなければいいのに。MMR否定→肯定伊藤詩織のケース→不支持（最初からするな）維新と中国→反対派のデマだ,,,0,0,88,174
1.32E+18,totohibi,2020/11/3 19:51,グンゼの就活の話で女性は採用しないデマ信じられちゃってるじゃん？中で働いている人が否定してるのに…どーするの。,,,0,0,475,736
1.32E+18,AbenoMagicalSS,2020/11/3 16:50,@nipponkairagi 相手に計算方法を無駄に渡したので削除してきます…理解できないのか、デマを否定することが嫌すぎるのか、分かっててはぐらかし続けてるのか、どこぞの市長と被る部分がありますさぶいぼ,,,0,0,99,716
1.32E+18,HalucoJK1,2020/11/3 16:41,@kyodo_official 河野大臣に否定されてて草。デマ記事は訂正しましょうね。,,,4,0,2186,2280
1.32E+18,117gogo,2020/11/3 16:36,【デマの撒き散らし方のコツ２】 f)自分の意見と賛同のものにはレッテルを貼って賛美 g)自分の意見と反対のものにはレッテルを貼って貶す h)基本的に二項対立（部分肯定、部分否定、別の理由での賛否などを理解しない） i)論点・根拠は『自明』なので明確にしない,,,1,1,549,0
1.32E+18,Mazikitide,2020/11/3 16:22,@goooodthai @nipponkairagi 言うだけだったら誰でもできますからねえ、ソレはデマだ！みたいな感じで否定の根拠は必要でしょう、まあなくても良いですけど根拠論拠としてだいぶ弱くなる気がしますが(´・ω・`;)終盤になってもうだいぶボロが出てますよね僕も基本観戦です😋,,,6,0,663,2054
1.32E+18,LEMONMORI,2020/11/3 15:52,@kyodo_official @TwitterJP ツイート社様へ。リプ先で共同通信社がデマ、フェイクニュースを流してます。時系列、論理的にありえないし、名前を出された本人も否定してます。普段からこの調子ですので、いい加減一時凍結等ペナルティ願います。 https://t.co/rXieKqPvY5,,,0,0,710,2634
1.32E+18,dsc179cm,2020/11/3 15:43,10人説自体を否定してるわけではなく本当にそうなる可能性もあるから今回のことがデマだったからって落ち込む必要はなくて、ただ公式が何か言うまで待ちましょうねということです。,,,265,4,19080,151
1.32E+18,623kure,2020/11/3 15:42,トランプはデマと中傷、分断、差別の政策でした。北朝鮮の核兵器は止められず、安部、菅政権もトランプと同じ独裁体質でしょ。民主主義の否定であり評価できる訳がない。 https://t.co/8D30B2jaiB,,,0,0,144,234
1.32E+18,cinta_shanti,2020/11/3 15:34,「PCRが死骸まで検出する」って件、結構それなりな立場で認められる人まで言い出してる😟絶対おかしい！って思ってたけど、うまく反論できなくてずーっとモヤモヤしてたの...。川上先生にキッパリ否定してもらってスカッとした！！やっぱり官製デマだよ！ https://t.co/3TwKR1tQjX,,,14,7,626,869
1.32E+18,TR_727,2020/11/3 15:24,@kazukazu881 @Nou_YunYun その2005年キャンペーンで自民党*がwebアンケして「実例を調査・分析し〜過激な性教育、家族の否定教育が行われている〜」などとデマ製造したのを繰り返すとか勘弁…※ 『過激な性教育・ジェンダーフリー教育実態調査プロジェクトチーム』座長：安倍晋三、委員長：山谷えり子https://t.co/UUchl0laYD,,,24,21,1104,391
1.32E+18,aomurasaki_ll,2020/11/3 15:24,根拠なく「デマ、デマ」と言った人や密約を結んだ人が「ノーサイド」と仰るのは、それは違うと否定させて頂きます。 https://t.co/LMGf2mjQCf,,,131,61,3647,62
1.32E+18,l5FASy2iMafI38W,2020/11/3 14:54,@yaguchiyasuyuki @Ladybug98707471 拉致問題をデマだと言い張りブルーリボンを否定する有田芳生💢 https://t.co/I4vIBGKZf7,,,4,1,364,553
1.32E+18,bonaslot,2020/11/3 14:48,分かりました、であれば貴殿がお持ちの数値または貴殿が算出した数値をご提供頂いた上で『デマに相当する』をご証明頂きたいのですよ。否定するには論拠お持ちですよね？ https://t.co/qzx6yYY7Ub,,,2,0,89,8
1.32E+18,Tuna_wild_DX,2020/11/3 14:10,@Johnny1964S @hallelujah1717 @syin_jp 今回の住民投票に関してはこんな事ばっかりやってたから自演の可能性は否定できないんですけど、なおさらデマもこんな三文芝居も許してしまう自民党が許せない気持ちでいっぱいなんです。利用されることを許しているなら、これからも足元をすくわれる可能性が高いし。,,,3,1,309,366
1.32E+18,akicya0108,2020/11/3 13:43,@nipponkairagi 行政ｻｰﾋﾞｽは落ちない！→じゃあ政令市扱いで4分割してみるね！→想定済みは引くね！→政令市扱いだから厳密には違うけど、ｻｰﾋﾞｽ落とさないなら218億のｺｽﾄ差でるかな？1つの参考にしてね💞→デマだ‼️だったような😑もとﾂｲの黒ちゃん、行政が制度変更で試算する事すら否定しとるww,,,18,3,685,881
1.32E+18,7namichiko,2020/11/3 13:22,@omatsuri218 まさにその通りです！まあ女性週刊誌はデマ飛ばしまくって情弱を釣るのが存在意義みたいなもんですから😌猿之助丈が速攻否定してくださったのは小気味良かったですね。,,,1,0,45,85
1.32E+18,ura_sub2,2020/11/3 13:12,F2後継機予算の無駄点検へ　行政レビュー、河野氏方針 | 2020/11/3 - 共同通信まーた共同通信のデマか。1時間もしないうちに本人に否定されてるの笑うわ。 https://t.co/PkWPw4iRT7,,,1,2,231,5
1.32E+18,a_ne74,2020/11/3 13:06,日本には今のところ友好的（自民党政権と親和性が高い）だけど、差別とデマのトランプ大統領か。差別を否定し、科学的に新型コロナ対策をしそうなバイデンか。日本や世界にとって、どちらの大統領がいいんでしょうね。,,,0,0,671,1885
1.32E+18,f61326,2020/11/3 12:31,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ - もきゅ速(*´ω`*)人(´･ェ･｀) https://t.co/2D1paF0Rhn,,,0,1,1973,2075
1.32E+18,ab21yz,2020/11/3 12:22,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ https://t.co/Hrbncblrr2,,,0,0,1605,2245
1.32E+18,tknr_koume,2020/11/3 11:57,慶應ルール「退学なら最終学歴が保育園」はデマ　慶應義塾が否定 https://t.co/nIIZn7LudH,,,0,0,868,1382
1.32E+18,ContainXhidmttw,2020/11/3 11:20,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ https://t.co/BawJX1NzsH,,,0,0,1978,2424
1.32E+18,yukkuliberalism,2020/11/3 10:59,最終兵器!? 飯田哲史登場!! 大阪都構想デマビラ徹底的に斬!!!https://t.co/hMipOS7lHy飯田「大阪を成長させるという使命を持っているのでどこかの予算をぶんどるのはありえない」？？？「成長」っていう名目であれ何であれ府が旧大阪市の財源を使えるようになるという点は全く否定できてないよね？,,,2,2,2366,1150
1.32E+18,antenaa16,2020/11/3 10:53,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ https://t.co/wFDmBD0hQO,,,0,0,1228,2017
1.32E+18,fV1fwuLDj6P9kVE,2020/11/3 10:45,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ https://t.co/lDCu7K75CL,,,0,0,1078,1588
1.32E+18,Mokyu_Aoba,2020/11/3 10:36,ハンドボール宮崎大輔は誤認逮捕！？交際相手の女性がDV否定！マスコミが盛大にデマ拡散！視聴率目的で暴走する報道姿勢を2ch問題視！ :もきゅ速(*´ω`*)人(´･ェ･｀)  #宮崎大輔https://t.co/dGbFPAzsJk,,,0,0,1330,1157
1.32E+18,nek0jita,2020/11/3 10:18,訴訟される可能性があるのは別にデマじゃなくて事実だろ。なんで一度否定したことを再び断言するんだ。,,,4,0,1914,1761
1.32E+18,jhonakun,2020/11/3 10:07,まだまだ終わりやないよ都構想の制度が否定されたんやなく、大阪市の地名が無くなる、住所が変わる。プールが無くなる生保受給や、介護サービスが無くなるそんなデマを信用して反対が多かっただけ。,,,5,1,572,860
1.32E+18,matsudayamato,2020/11/3 9:26,@Shin_Kurose 発言力のある黒瀬さんにこの視点を広めてほしい「あれだけひどいデマをやらかした毎日新聞でさえ、西成中華構想をやって維新は大阪を中国に売り飛ばそうとしているとは言わなかった」あまりにも維新にスキャンダルがないもんだから、苦肉の策で市役所の改革否定派と結託した造反劇,,,31,0,1745,67
1.32E+18,hiyowana_yagi,2020/11/3 9:21,悲しい研究発表が。→「デマを否定されることで、人々は事実を理解するのではなく、より事実から遠ざかってしまった」「ウソであっても、何度も繰り返されることで、事実と思ってしまう」🔗新型コロナ：「デマ否定」が逆にデマを拡散させてしまう――それを防ぐには(2020/4/7）https://t.co/3Ba0l5lDPg,,,1,0,78,475
1.32E+18,whimsdaydream,2020/11/3 9:12,黒「218億のデマ」仲「デマと決めつけるな」黒「デマではない根拠は？市役所も謝罪している」仲「デマとする方がまず根拠を。首長が否定したら正誤どちらでも謝罪せざるを得ない」黒「m9(^Д^)ﾌﾟｷﾞｬｰ」デマそのものの肯定否定の根拠が出せないだけという話なのに指摘されて煽る黒瀬氏。,,,0,0,130,270
1.32E+18,murrhauser,2020/11/3 8:34,わざわざ中共のイベントにも今井豊と松井一郎がビデオ参加して日中共同での地域開発協力モデル地区の設立だのとやっている事はこのブログで取り上げましたが、維新信者達は「大阪維新が媚中」というのを必死に「デマだ」として否定してきました。２０１８年１２月１４日の大阪府議会で今井豊が,,,56,15,60412,53394
1.32E+18,Istvan_Crimson,2020/11/3 8:20,「デマは否定する側が証拠を出せ」って、いっつもおかしいって言ってる人が今回主張してる。イデオロギーって恐ろしき,,,0,0,85,58
1.32E+18,1129Suga,2020/11/3 7:54,学術会議、ホメオパシーこそ否定したが、築地は関せず、3.11に至っては反原発デマに乗ってたからね。https://t.co/ZJKBalC7Ko,,,0,0,255,405
1.32E+18,purupuruchahon,2020/11/3 7:08,@aquafreesia @sky53460980 本当にギリギリの所でデマに振り回されて心すり減らしてる人がいるんですよ😢そんな人に「信じていてとても悲しく落ち込んでたけど、納得できる否定に出会えて良かった」って言われたら、うれしい反面、こうやって声も上げられず翻弄されて泣いてる人たくさんいるんだろうなって...,,,5,0,112,113
1.32E+18,ht1030ht,2020/11/3 6:45,@mass06382974 この写真はデマみたいですよ(*´ω｀*)セーラー服歌人の方だそうで本人が否定されてました(；・ω・),,,1,0,349,437
1.32E+18,warutyan,2020/11/3 5:35,【話題の画像】みんな！１８才未満がLINEが使えなくなるっていうのはデマたよ！公式アカウントが否定してる！ID検索が使えなくなるだけだよ！ https://t.co/5CzFS9fbz4,,,0,0,1195,1440
1.32E+18,Kana3524,2020/11/3 5:28,ＲＡＰＴ理論という在日朝鮮人が作って流布している悪質なデマがあります。日本を貶める為天皇、皇室を否定し安倍前総理、麻生太郎氏を李家朝鮮、拉致事件被害者家族の横田さんを詐欺師と罵しっています❗ https://t.co/r2Qwjt8TGg,,,0,0,310,449
1.32E+18,pag1,2020/11/3 5:17,@hrsski 僕のTLには、細かい話はあまり流れてこなかった。機能不全に陥っているマスメディアの中で、いつもは一番信用できない毎日新聞が仕事して推進側のデマを暴いたみたいなツイートが印象に残っている。デマ対デマだったのか、否定するためにデマ扱いしたのか？　不明だが僕の感想とはかなり違っている。,,,0,0,187,293
1.32E+18,motoken_tw,2020/11/3 5:02,@keyakeyaki2 ネガティブな面のデマを飛ばすな、と言ってるんですよ。実際に存在するリスクは否定しません。,,,0,0,25519,1856
1.32E+18,Sureno906126321,2020/11/3 5:01,テレビの前で応援するより既得権益のみで成り立つ自民党解体政教分離に反する公明党解体デマ、議席を売り飛ばす民主主義否定の維新解体迄具体的に有権者の説得、抗議、声明発表、告訴、ありとあらゆる手段を利用していきましょう‼️ https://t.co/Vc7DP2nvte,,,1,0,81,61
1.32E+18,NgtDema,2020/11/3 4:39,【デマ １０】NGTメンバーの暴行事件関与メンバーの事件関与については、警察、当時の支配人、本人、そして容疑者等、山口氏を除く口を開いたすべての関係者が否定している。容疑者は事件当夜に終始曖昧な回答を繰返したが、推しである山口氏に不利なことが言えなかったためと裁判で後に供述,,,2,0,98,99
1.32E+18,meguken0714,2020/11/3 4:35,【こんな老後は嫌だ】日本共産党本部に右翼の街宣カー。「中国を共産主義とか言うな」とデマ。→改定した綱領で日本共産党は「中国は共産主義を目指してない」と否定してるんだけど…。右翼のおじいちゃん、勉強不足だよぉ。せっかくの休日にデマと二酸化炭素を流すのダサすぎ。 https://t.co/WysHiDHAMX,,,0,0,365,534
1.32E+18,dododo_yu07,2020/11/3 3:29,@o_tama_dks あれほんとだったんですかね、、 べくちゃん意味深なツイしてるしデマなら否定してほしいですけどね🙏ちゃにょる元気かなあㅠㅠㅠ,,,0,0,75,255
1.32E+18,sakai201812,2020/11/3 2:48,@miki1969max 自民党は①大阪自民のデマへの加担、住民投票否定の姿勢が全国に知れ渡ったことで、国民投票をすることに理解が得られない②共産党毎日新聞にデマ戦術を確立させてしまったという点で、大阪自民によって憲法改正の道が完全に閉ざされ、両者痛手を被ったと思います。官邸がテコ入れすべきでした。,,,8,2,238,364
1.32E+18,deeperworld4u,2020/11/3 2:45,毎日新聞は、スクープはあった。大阪維新は報道をデマ扱いで否定に回った。だからフェイクということに「した」が、まあ折れなかったこの二社には当然「放送の中立性」がある以上「反対運動をするのはマスコミではなくて、有権者」で、否決なった以上山本太郎が立役者の一つは、まあ自然の流れ,,,0,0,22,45
1.32E+18,ThxRoa,2020/11/3 2:27,悪質なデマ放置する理由とか無いから、否定しないならガチって言うのは割とそうだと思ってるけど。ホロとかその分かりやすい例でしょ。勝手に名前使われたらすぐ声明出すくせして、自分達が勝手に何か使った時は黙ってるんだから,,,3,1,37,35
1.32E+18,tetsu_ele,2020/11/3 1:57,右も左もデマを鵜呑みにせず、デマをきちんと否定する人はいないのか？都構想に限らず、どんな事案でもそうだが。,,,1,1,166,194
1.32E+18,natsukonai1,2020/11/3 1:41,認知科学分野でも「それはだいぶ前に否定されてたな…」って論文を引用しているのを見たことがあるなー頭が良さそうなフリをしてデマを流す人って罪に問えないのかな https://t.co/gFH2lBsKnA,,,1,0,26,22
1.32E+18,sabakan_Lv5,2020/11/3 1:25,いや、「コロナ禍だからいったんやめておこう」とどちらかが提案してない時点で引用ツイートの内容を否定できんだろw引用ツイートは別に時系列的な話をしてないと思うんだけど、恣意的に解釈してデマと決めつけるあたり醜悪だなぁ https://t.co/P8Ft74CVvO,,,1,2,902,1092
1.32E+18,trippi26227333,2020/11/3 1:23,@atenza1105 福島議員、趙さんでしたっけ❓•🇰🇵による拉致否定の謝罪•🇰🇷人に慰◯婦デマを焚き付けた謝罪こちらもしてないですよね❓,,,1,0,2303,2662
1.32E+18,masatwin2,2020/11/3 1:08,@hanabusa344 それは断って報じ、誤りがあれば適宜正せばよい事です。しかし、デマは悪意が存在します。デマを流したり、知っているのに否定しないのは駄目ですね。応援するに値しないと判断しました。,,,4,0,128,141
1.32E+18,CS9bEPYLLmgZbVd,2020/11/3 1:07,「約束の時間」と曖昧な表記をしたり報道と公式発表に異なる点があったりしたから憶測デマが広まったんだよ。憶測デマを止めたいならやはりもう一度説明するしか方法はないと思うの。説明した上で具体的な事例を上げて、これは事実無根の憶測ですと否定してくれれば皆納得できるのに。,,,14,0,245,94
1.32E+18,tmiyaco,2020/11/3 0:58,ところで、トイレットペーパーが無くなるってデマ。そんなことはない！って否定ツイートの方が何倍も多く拡散されて、その結果トイレットペーパーが無くなったって話しする？,,,0,0,1947,2517
1.32E+18,NetSweetsW,2020/11/3 0:34,ニートのねつ造を、自ら目にしたものも否定してデマを広める奴は、精神弱すぎな情弱過ぎか？,,,0,0,38,4
